Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,type,platform
Mridang,Hindi,4.6,109,2018,NR,Movie,Amazon Prime
Dui Prithibi,Bengali,6.2,140,1980,NR,Movie,Amazon Prime
Pratham Basanta,Bengali,6.9,127,1971,NR,Movie,Amazon Prime
SkyBound,Bengali,4.7,81,2017,16+,Movie,Amazon Prime
Siri - The Living Scarecrow,Hindi,None,22,2016,All,Movie,Amazon Prime
KIN,English,5.8,102,2018,13+,Movie,Amazon Prime
Dhananjoy,Bengali,7.9,150,2018,13+,Movie,Amazon Prime
Jumbo,Hindi,6,88,2008,All,Movie,Amazon Prime
Rakhal Raja,Bengali,None,138,1995,NR,Movie,Amazon Prime
The Girl Next Door,English,6.7,109,2004,18+,Movie,Amazon Prime
Eyes Wide Shut,English,7.4,159,1999,18+,Movie,Amazon Prime
Adivi Manushulu,Telugu,None,118,1978,NR,Movie,Amazon Prime
Top Gun,English,6.9,109,1986,7+,Movie,Amazon Prime
Peranbu (Tamil),Tamil,8.9,144,2019,16+,Movie,Amazon Prime
Dark,Bengali,8.8,15,2018,13+,Movie,Amazon Prime
Fruit And Nut,Hindi,None,89,2009,All,Movie,Amazon Prime
Thayi Meethu Sathyam,Tamil,6.3,136,1978,All,Movie,Amazon Prime
Neoti,Bengali,4.6,146,1999,NR,Movie,Amazon Prime
REDLINE,English,4,92,2007,16+,Movie,Amazon Prime
Chiriakhana,Bengali,7.3,121,None,All,Movie,Amazon Prime
Rajkumari,Bengali,8,124,None,NR,Movie,Amazon Prime
Good Kill,English,6.4,98,2015,18+,Movie,Amazon Prime
Zindagi Jalebi,Hindi,3.7,117,2013,NR,Movie,Amazon Prime
Ocean's 8,English,7,110,2018,16+,Movie,Amazon Prime
Bob The Train - Non Stop,English,5.5,62,2018,All,Movie,Amazon Prime
Azhakiya Ravanan,Malayalam,7.4,154,1996,All,Movie,Amazon Prime
Chasing Mavericks,English,7.2,116,2012,7+,Movie,Amazon Prime
Most Likely to Murder,English,5.4,99,2018,18+,Movie,Amazon Prime
Shraboner Dhara,Bengali,None,107,2020,13+,Movie,Amazon Prime
Wushu Warrior,English,3.9,81,2011,13+,Movie,Amazon Prime
Force of Nature: The David Suzuki Movie,English,None,92,2019,13+,Movie,Amazon Prime
Synthetic Sati,Bengali,None,31,2019,13+,Movie,Amazon Prime
Jesse Cook: Follow the Road,English,None,62,2020,13+,Movie,Amazon Prime
House on Bare Mountain,English,4.1,62,None,16+,Movie,Amazon Prime
Merupu Kalalu,Telugu,None,153,1997,All,Movie,Amazon Prime
Sri Kanchi Kamatchi,Tamil,None,156,1978,NR,Movie,Amazon Prime
Mayar Badhon,Bengali,None,140,2017,13+,Movie,Amazon Prime
Adu,Kannada,6.6,145,1995,NR,Movie,Amazon Prime
Thammar Boyfriend,Bengali,6.3,122,2017,13+,Movie,Amazon Prime
Kabab Mein Haddi,Hindi,7.2,109,2014,NR,Movie,Amazon Prime
Heer Ranjha,Hindi,5.2,159,1992,All,Movie,Amazon Prime
Drone,English,5.4,85,2017,18+,Movie,Amazon Prime
Pagalpanti,Gujarati,3.1,148,2018,NR,Movie,Amazon Prime
Abirbhab,Bengali,None,123,1995,NR,Movie,Amazon Prime
Anjali CBI,Telugu,7.4,146,2019,13+,Movie,Amazon Prime
Manku Thimma,Kannada,None,140,1980,NR,Movie,Amazon Prime
Kundan,Hindi,6.5,150,1993,NR,Movie,Amazon Prime
Madha,Telugu,5.2,104,2020,13+,Movie,Amazon Prime
Seetha,Kannada,4.9,161,1970,NR,Movie,Amazon Prime
Rampage,English,6.1,107,2018,13+,Movie,Amazon Prime
Asathoma Sadgamaya,Kannada,None,134,2018,NR,Movie,Amazon Prime
Theekkali,Malayalam,None,128,1981,NR,Movie,Amazon Prime
The Lie,English,5.8,95,2020,16+,Movie,Amazon Prime
Suvar Illatha Chithirangal,Tamil,None,138,1979,NR,Movie,Amazon Prime
Mrugaya,Malayalam,8,144,1989,All,Movie,Amazon Prime
Aamhi Doghi,Marathi,7.6,137,2018,All,Movie,Amazon Prime
Gorosthane Sabdhan,Bengali,6.9,98,2020,13+,Movie,Amazon Prime
The USA vs Bergdahl,English,5.8,95,2019,13+,Movie,Amazon Prime
Ocean's Eleven,English,7.7,116,2001,13+,Movie,Amazon Prime
Oblivion,English,7,124,2013,16+,Movie,Amazon Prime
Ashi Fasli Nanachi Taang,Marathi,None,113,2011,All,Movie,Amazon Prime
Thiruda Thirudi,Tamil,6.2,151,2003,13+,Movie,Amazon Prime
Dosti,Hindi,8.4,163,None,All,Movie,Amazon Prime
Swayansiddha,Bengali,None,119,1975,NR,Movie,Amazon Prime
Omana,Malayalam,None,128,1992,NR,Movie,Amazon Prime
Kanch Kata Hirey,Bengali,7.5,118,2017,13+,Movie,Amazon Prime
Ghajinikanth,Tamil,5.4,137,2018,All,Movie,Amazon Prime
Guns Akimbo,Tamil,6.3,93,2020,18+,Movie,Amazon Prime
Jibon Marur Prante,Bengali,None,96,1977,NR,Movie,Amazon Prime
Maayavan ( In Hindi ),Hindi,7.3,117,2017,13+,Movie,Amazon Prime
Kalluvathukkal Kathreena,Malayalam,None,102,1999,NR,Movie,Amazon Prime
Shylock,Malayalam,5.7,129,2020,13+,Movie,Amazon Prime
Mujhse Shaadi Karogi,Hindi,6.7,158,2004,13+,Movie,Amazon Prime
Aap Ki Khatir,Hindi,3.5,121,2006,13+,Movie,Amazon Prime
Campus Katta,Marathi,None,124,2014,NR,Movie,Amazon Prime
Lal Darja,Bengali,None,96,1997,NR,Movie,Amazon Prime
Maine Pyaar Kiya,Hindi,7.3,192,1989,All,Movie,Amazon Prime
Into the West,English,8.1,102,1993,16+,Movie,Amazon Prime
Satrangee Parachute,Hindi,5.3,94,2011,NR,Movie,Amazon Prime
Monchora - The Heart Stealer,Bengali,None,91,2016,NR,Movie,Amazon Prime
A Long Way Down,English,6.4,96,2014,18+,Movie,Amazon Prime
Dhola Maru,Gujarati, 5.9,145,1983,All,Movie,Amazon Prime
Maatr,Hindi,4.5,110,2017,18+,Movie,Amazon Prime
Bairi Mari Aatankwadi,Gujarati,None,140,2018,All,Movie,Amazon Prime
Gang Leader - Telugu,Telugu,None,146,1991,NR,Movie,Amazon Prime
The Last Airbender,Tamil,4,103,2010,All,Movie,Amazon Prime
Prema Leela,Telugu,None,157,2015,All,Movie,Amazon Prime
Injakkadan Mathai & Sons,Malayalam,4.8,122,1993,NR,Movie,Amazon Prime
The Proud Rebel,English,6.8,103,None,All,Movie,Amazon Prime
Memories In March,Bengali,None,102,2017,13+,Movie,Amazon Prime
Kaappaan,Tamil,6.3,163,2019,13+,Movie,Amazon Prime
Inba Twinkle Lilly,Tamil,4.3,135,2018,13+,Movie,Amazon Prime
Newspaper Boy,Malayalam,3.6,130,1997,NR,Movie,Amazon Prime
Lakeer - Forbidden Lines,Hindi,4.4,161,2004,13+,Movie,Amazon Prime
Amber,Hindi,None,139,None,NR,Movie,Amazon Prime
Cheran's JK Enum Nanbanin Vaazhkai,Tamil,5.9,141,2015,All,Movie,Amazon Prime
TN-07 AL 4777,Malayalam,7.6,103,2009,NR,Movie,Amazon Prime
Blackmail,Hindi,7.1,137,2018,13+,Movie,Amazon Prime
Harry Potter and the Prisoner of Azkaban,English,7.9,141,2004,All,Movie,Amazon Prime
Windows,Hindi,4.8,25,2017,All,Movie,Amazon Prime
O Sthree Repu Ra,Telugu,4.2,127,2016,18+,Movie,Amazon Prime
Sing Along With Tobee 1 - Super Simple,English,None,50,2019,All,Movie,Amazon Prime
Kalankini Kankabati,Bengali,6.8,113,2017,13+,Movie,Amazon Prime
Chitkabrey - Shades Of Grey,Hindi,None,112,2011,NR,Movie,Amazon Prime
The Curious Case Of Benjamin Button,English,7.8,166,2008,13+,Movie,Amazon Prime
Nayan Shyama,Bengali,None,108,2017,13+,Movie,Amazon Prime
Coolie No. 1,Hindi,3.6,134,2020,13+,Movie,Amazon Prime
The Prince,English,4.6,90,2014,16+,Movie,Amazon Prime
Who Owns Water,English,8.6,50,2019,13+,Movie,Amazon Prime
Lakshmi's NTR,Telugu,6.7,150,2019,All,Movie,Amazon Prime
Kaliyoonjal,Malayalam,6.2,153,1997,All,Movie,Amazon Prime
Bhabhi,Hindi,6.7,165,None,All,Movie,Amazon Prime
Ghost Rider: Spirit Of Vengeance,English,4.3,95,2012,18+,Movie,Amazon Prime
IIT Krishnamurthy (Tamil),Tamil,5.7,110,2020,All,Movie,Amazon Prime
Grama Devathe,Kannada,None,135,2001,NR,Movie,Amazon Prime
Suttu Pidikka Utharavu,Tamil,6.3,106,2019,13+,Movie,Amazon Prime
Sound of Metal,English,7.8,121,2020,18+,Movie,Amazon Prime
Magamuni,Tamil,7.8,156,2019,13+,Movie,Amazon Prime
Sare Chuattor Ghosh Para,Bengali,None,130,2014,All,Movie,Amazon Prime
Prematho,Telugu,6.6,166,1998,13+,Movie,Amazon Prime
Vasiyam,Tamil,None,75,2002,NR,Movie,Amazon Prime
Kinavalli,Malayalam,6.6,139,2018,All,Movie,Amazon Prime
The Weatherman And The Shadow Boxer,English,None,10,2014,7+,Movie,Amazon Prime
Sanam Bewafa,Hindi,5.3,160,1991,All,Movie,Amazon Prime
T-34,Tamil,6.7,112,2018,All,Movie,Amazon Prime
Mikhael,Malayalam,5,147,2019,16+,Movie,Amazon Prime
Jack Reacher,English,7,130,2012,13+,Movie,Amazon Prime
Aata,Telugu,4.8,137,2007,13+,Movie,Amazon Prime
Its My Love Story,Telugu,5.8,128,2011,All,Movie,Amazon Prime
Puja,Bengali,6.9,145,1996,NR,Movie,Amazon Prime
Avengers Grimm,Hindi,2.7,85,2015,13+,Movie,Amazon Prime
"10,000 B.C.",Hindi,5.1,108,2008,13+,Movie,Amazon Prime
Jack & Dil,Hindi,3.6,93,2018,13+,Movie,Amazon Prime
Roudra Chaya,Bengali,None,103,2017,13+,Movie,Amazon Prime
Fury,English,7.6,134,2014,18+,Movie,Amazon Prime
Online Binline,Marathi,6.2,127,2015,All,Movie,Amazon Prime
I Am Not a Hipster,English,6.6,90,2012,NR,Movie,Amazon Prime
Aai Shapath,Marathi,7.1,134,2007,All,Movie,Amazon Prime
The Journey Of Punjab 2016,Punjabi,None,107,2016,13+,Movie,Amazon Prime
Happy Journey,Marathi,6.9,128,2014,13+,Movie,Amazon Prime
Tya Ratri Paus Hota,Marathi,6.8,116,2009,13+,Movie,Amazon Prime
Sniper Special Ops,English,3.2,86,2016,18+,Movie,Amazon Prime
Dil Tera Diwana,Hindi,4.9,140,1996,All,Movie,Amazon Prime
Bluffmaster!,Hindi,6.6,134,2005,13+,Movie,Amazon Prime
CBI Enquiry,Telugu,None,135,2009,NR,Movie,Amazon Prime
Dark Was The Night,English,5.6,98,2015,18+,Movie,Amazon Prime
Annavaram,Telugu,4.8,174,2006,13+,Movie,Amazon Prime
Swami Ayyappan,English,7.6,92,2015,13+,Movie,Amazon Prime
Paanch Adhyay,Bengali,6.4,114,2017,13+,Movie,Amazon Prime
Veer,Hindi,4.5,163,2010,NR,Movie,Amazon Prime
Pathinettam Padi,Malayalam,6,156,2019,13+,Movie,Amazon Prime
Ayyo Rama,Telugu,None,134,2015,All,Movie,Amazon Prime
Pratikar - Bengali,Bengali,None,148,1987,NR,Movie,Amazon Prime
Nippulanti Manishi - NTR,Telugu,6.2,161,1974,NR,Movie,Amazon Prime
Out of Control,Hindi,None,124,2003,NR,Movie,Amazon Prime
Aakali Rajyam,Telugu,8.1,134,1981,All,Movie,Amazon Prime
"Darkest Hour, The",English,4.9,89,2011,18+,Movie,Amazon Prime
Room on a Broom,Hindi,7.6,26,2012,7+,Movie,Amazon Prime
Adimurai,Malayalam,5.7,140,2020,All,Movie,Amazon Prime
Katari Veera,Kannada,8.4,149,2012,NR,Movie,Amazon Prime
Transformers: Revenge of the Fallen,Marathi,6,149,2009,13+,Movie,Amazon Prime
My Fair Madeline,English,5.7,73,2002,All,Movie,Amazon Prime
The Cold Light Of Day,English,4.9,93,2012,13+,Movie,Amazon Prime
Pyar Diwana Hota Hai,Hindi,None,145,2002,All,Movie,Amazon Prime
Ek Nari Ek Brahmachari,Hindi,6.3,151,1971,NR,Movie,Amazon Prime
Ganadevata,Bengali,8.2,157,2017,13+,Movie,Amazon Prime
Govinda,Marathi,7,103,2013,All,Movie,Amazon Prime
Surjasikha,Bengali,None,131,None,NR,Movie,Amazon Prime
Badla,Hindi,7.8,150,2005,18+,Movie,Amazon Prime
Main Awara Hoon,Hindi,5.2,148,1983,13+,Movie,Amazon Prime
Baby Boss: Italy's New Face of Terror,English,None,52,2020,13+,Movie,Amazon Prime
Maha Prachandaru,Kannada,8,137,1981,NR,Movie,Amazon Prime
32aam Adhyayam 23aam Vaakyam,Malayalam,5.7,115,2015,All,Movie,Amazon Prime
Anwar,Hindi,6.4,137,2007,13+,Movie,Amazon Prime
Kathanam,Tamil,3.8,110,2019,13+,Movie,Amazon Prime
Dil Hai Tumhara,Hindi,5.3,176,2000,All,Movie,Amazon Prime
Gopichand Chanakya,Telugu,7.6,144,2019,13+,Movie,Amazon Prime
Dui Purush,Bengali,6.1,124,2017,13+,Movie,Amazon Prime
A Year in Port,English,6.7,85,2016,13+,Movie,Amazon Prime
Nidhi Ram Sardar,Bengali,None,114,1976,NR,Movie,Amazon Prime
Noor Jahan,Bengali,5.3,141,2018,18+,Movie,Amazon Prime
Mashaal,Hindi,7.4,169,1984,16+,Movie,Amazon Prime
Thaali Pudhusu,Tamil,None,129,1997,NR,Movie,Amazon Prime
Vasantha Kalam,Telugu,2.7,108,2020,13+,Movie,Amazon Prime
Shree,Hindi,6.3,109,2013,NR,Movie,Amazon Prime
Bandit Queen,Hindi,7.6,102,1996,13+,Movie,Amazon Prime
Babai Abbai,Telugu,6.4,117,1985,NR,Movie,Amazon Prime
Ottayal Pattalam,Malayalam,6.5,133,1992,NR,Movie,Amazon Prime
Nagordola,Bengali,7.5,144,2005,18+,Movie,Amazon Prime
Zubaan,Hindi,6.1,111,2016,13+,Movie,Amazon Prime
Dheemaku,Kannada,None,133,2008,NR,Movie,Amazon Prime
The Grand Seduction,English,7,113,2014,13+,Movie,Amazon Prime
Kabhi Yun Bhi Toh Ho,Hindi,None,102,2014,NR,Movie,Amazon Prime
Kalyana Rekhe,Kannada,None,126,1993,NR,Movie,Amazon Prime
Mayalodu,Telugu,6.9,130,1993,All,Movie,Amazon Prime
The Lost City of Z,English,6.6,140,2017,13+,Movie,Amazon Prime
Bandhan,Bengali,6.9,137,2017,13+,Movie,Amazon Prime
Tushar Tirtha Amarnath,Bengali,None,119,1978,NR,Movie,Amazon Prime
John Wick,English,7.4,101,2014,18+,Movie,Amazon Prime
Sadhanpith Tarapith,Bengali,None,117,2017,13+,Movie,Amazon Prime
Striker,Kannada, 7,120,2019,13+,Movie,Amazon Prime
Bee Season,English,5.5,104,2005,13+,Movie,Amazon Prime
Love Story 2050,Hindi,2.6,136,2008,All,Movie,Amazon Prime
Love Breakups Zindagi,Hindi,5.8,149,2011,13+,Movie,Amazon Prime
Kal Ki Awaz,Hindi,6.3,162,1992,All,Movie,Amazon Prime
Jagadeka Sundari,Telugu,None,89,2001,NR,Movie,Amazon Prime
Ong Bak 2: One Man Army,English,6.2,90,2008,16+,Movie,Amazon Prime
Sabse Badhkar Hum 2,Hindi,7.5,128,2015,All,Movie,Amazon Prime
Maati O Manush,Bengali,None,101,2019,13+,Movie,Amazon Prime
Kari Chirathe,Kannada,5.4,138,2010,NR,Movie,Amazon Prime
LEGO Jurassic World The Secret Exhibit Part 1,English,6.2,22,2018,7+,Movie,Amazon Prime
The Italian Job (2003),English,7,110,2003,13+,Movie,Amazon Prime
Sri Venkateshwara Mahime,Kannada,None,124,1988,NR,Movie,Amazon Prime
My Story,Malayalam,4.5,137,2018,All,Movie,Amazon Prime
Vandi,Tamil,6,131,2018,NR,Movie,Amazon Prime
varikkuzhiyile kolapathakam,Malayalam,6.4,121,2019,All,Movie,Amazon Prime
For Ellen,English,6,89,2012,16+,Movie,Amazon Prime
Black Hawk Down,English,7.7,144,2001,18+,Movie,Amazon Prime
Rab Ne Bana Di Jodi,Hindi,7.2,163,2008,All,Movie,Amazon Prime
Sun Sajna,Hindi,6.3,138,1982,NR,Movie,Amazon Prime
Deewana,Hindi,6.9,155,1992,All,Movie,Amazon Prime
Tyler Perry's A Madea Family Funeral,English,4.5,109,2019,13+,Movie,Amazon Prime
Godzilla: King of The Monsters,English,6,131,2019,16+,Movie,Amazon Prime
I am Joyita,Bengali,None,30,2020,13+,Movie,Amazon Prime
RIDERS IN THE LAND OF THE SETTING SUN,English,None,52,2020,13+,Movie,Amazon Prime
Asian Maids: Invisible Modern Slaves,English,None,52,2020,13+,Movie,Amazon Prime
Rajkumar,Hindi,4.5,166,None,NR,Movie,Amazon Prime
Mem Saheb,Bengali,6.9,122,2017,13+,Movie,Amazon Prime
Alludugaru,Telugu,5.8,137,1990,All,Movie,Amazon Prime
Mediterranean Sea,English,6.5,52,2020,13+,Movie,Amazon Prime
Easter Island: The Truth Revealed,English,None,87,2019,13+,Movie,Amazon Prime
Men in Black II,Tamil,6.2,88,2002,16+,Movie,Amazon Prime
Chhota Bheem Aur Ganesh,Hindi,None,68,2020,All,Movie,Amazon Prime
Hai Bangalore,Kannada,8.3,123,1997,NR,Movie,Amazon Prime
Aswathy,Malayalam,None,79,1991,NR,Movie,Amazon Prime
Bal Ganesh 2 (Tamil),Tamil,None,73,2009,All,Movie,Amazon Prime
Bonus,Marathi,7.6,118,2020,All,Movie,Amazon Prime
Hit List,Bengali,None,105,2009,NR,Movie,Amazon Prime
I M 24,Hindi,6.1,119,2012,All,Movie,Amazon Prime
Aa Gale Lag Jaa,Hindi,7.2,147,1973,All,Movie,Amazon Prime
Big B,Malayalam,7.6,130,2007,13+,Movie,Amazon Prime
Ayyinda Ledha,Telugu,None,134,1997,NR,Movie,Amazon Prime
Himalay Ki God Mein,Hindi,6.8,138,None,All,Movie,Amazon Prime
Brahmanna,Telugu,5.6,120,1999,NR,Movie,Amazon Prime
Piya Ka Ghar,Hindi,6.7,134,1972,All,Movie,Amazon Prime
Tunir Ma,Bengali,None,139,2014,18+,Movie,Amazon Prime
Penguin (Tamil),Tamil,4.6,132,2020,18+,Movie,Amazon Prime
Sardaar Gabbar Singh,Hindi,4.8,164,2016,NR,Movie,Amazon Prime
The Bastard,English,None,54,2020,13+,Movie,Amazon Prime
The Wolf of Wall Street,English,8.2,172,2013,18+,Movie,Amazon Prime
Stuart Little 3: Call of the Wild,English,4.3,75,2005,13+,Movie,Amazon Prime
Sangharsh,Kannada,6.8,140,1999,NR,Movie,Amazon Prime
Mahal,Hindi,6.7,137,None,All,Movie,Amazon Prime
Mangalya Bhagyam,Telugu,None,117,1974,NR,Movie,Amazon Prime
Professor Shanku O El Dorado,Bengali,5.3,91,2019,13+,Movie,Amazon Prime
Priya - Kannada,Kannada,7.3,125,1979,NR,Movie,Amazon Prime
Patra Chai,Bengali,None,113,2019,All,Movie,Amazon Prime
Don't Be Afraid of the Dark,English,5.6,99,2011,18+,Movie,Amazon Prime
Krithyam,Malayalam,3.9,127,2005,NR,Movie,Amazon Prime
Longest Week,English,5.4,86,2014,18+,Movie,Amazon Prime
Raikamal,Bengali,6.9,115,2017,13+,Movie,Amazon Prime
Mugguru Ammayila Mogudu,Telugu,None,127,1983,NR,Movie,Amazon Prime
Veerey Ki Wedding,Hindi,2.8,125,2018,13+,Movie,Amazon Prime
Night of the Living Dead,English,7.9,95,None,NR,Movie,Amazon Prime
Kitne Door Kitne Paas,Hindi,4.5,140,2002,All,Movie,Amazon Prime
Donald Trump: The Apprentice President?,English,4.5,56,2016,13+,Movie,Amazon Prime
Nasheebachi Aishi Taisi,Marathi,None,142,2009,All,Movie,Amazon Prime
First Daughter,English,5.1,106,2004,All,Movie,Amazon Prime
Zindagi Virat,Marathi,8.4,140,2017,NR,Movie,Amazon Prime
Enemy At the Gates,English,7.6,131,2001,18+,Movie,Amazon Prime
Antarleen,Bengali,None,90,2017,13+,Movie,Amazon Prime
Ardaas,Punjabi,8.4,134,2016,All,Movie,Amazon Prime
Premer Kahini,Bengali,6.1,156,2017,13+,Movie,Amazon Prime
Age Of Dinosaurs,Hindi,None,84,2013,NR,Movie,Amazon Prime
Nanny McPhee,Hindi,6.5,98,2006,13+,Movie,Amazon Prime
Prajapati,Bengali,None,164,1993,NR,Movie,Amazon Prime
Fodi Laishu Yaar,Gujarati, 5.1,137,2017,All,Movie,Amazon Prime
Juari,Bengali,6.5,119,2009,NR,Movie,Amazon Prime
City of poets,Bengali,None,2,2019,13+,Movie,Amazon Prime
Urvashi Kalyana,Kannada,6.3,133,1993,NR,Movie,Amazon Prime
PEPPERMINT,English,6.5,101,2018,18+,Movie,Amazon Prime
The Boy,Hindi,6,93,2016,16+,Movie,Amazon Prime
Texas Chainsaw Massacre,Tamil,4.8,88,2013,18+,Movie,Amazon Prime
Konkanastha,Marathi,6.4,135,2013,All,Movie,Amazon Prime
"10,000 B.C.",Telugu,5.1,108,2008,13+,Movie,Amazon Prime
Manini,Marathi,6.7,142,2004,13+,Movie,Amazon Prime
Ek Sangayachay,Marathi,7.7,124,2018,13+,Movie,Amazon Prime
Vangaveeti,Telugu,6.1,139,2016,18+,Movie,Amazon Prime
Guru Aur Bhole & Hawa Hawai,Telugu,None,60,2018,7+,Movie,Amazon Prime
Chitkar,Gujarati,None,126,2018,13+,Movie,Amazon Prime
One Two Three,Hindi,5.3,136,2008,NR,Movie,Amazon Prime
MCA (Hindi),Hindi,5.9,112,2018,13+,Movie,Amazon Prime
Chhota Bheem - Incan Adventure,Hindi,None,64,2019,All,Movie,Amazon Prime
Karma,Tamil,6.5,71,2015,13+,Movie,Amazon Prime
3 A.M.,Hindi,5,104,2014,13+,Movie,Amazon Prime
With Love Tumhara,Hindi,6.4,108,2006,All,Movie,Amazon Prime
Gandhi My Father,Hindi,7.3,134,2007,NR,Movie,Amazon Prime
Sogasu Sundari,Telugu,None,65,1995,NR,Movie,Amazon Prime
Chhota Bheem Ka Roosi Romanch,Hindi,None,62,2019,7+,Movie,Amazon Prime
Tiruttu Rani 420,Tamil,None,137,1999,NR,Movie,Amazon Prime
Awara,Bengali,None,151,2017,13+,Movie,Amazon Prime
Tohfa,Hindi,5.1,159,1984,All,Movie,Amazon Prime
Sonar Harin,Bengali,6.2,124,None,NR,Movie,Amazon Prime
Wazir,Hindi,7.1,98,2016,13+,Movie,Amazon Prime
Kill Dil,Hindi,4.3,117,2014,13+,Movie,Amazon Prime
Vikramarkudu,Telugu,7.7,160,2006,18+,Movie,Amazon Prime
March of the Living,English,6.2,76,2010,NR,Movie,Amazon Prime
Jessie,Telugu,6.9,103,2019,18+,Movie,Amazon Prime
Swayamvaram,Telugu,7.8,120,1982,NR,Movie,Amazon Prime
Abak Prithibi,Bengali,8,98,None,NR,Movie,Amazon Prime
Ranbanka,Hindi,3.6,93,2015,13+,Movie,Amazon Prime
Contract To Kill,Bengali,3.4,88,2016,13+,Movie,Amazon Prime
Balidaan,Marathi,5.6,154,1990,All,Movie,Amazon Prime
Dil,Hindi,6.7,165,1990,All,Movie,Amazon Prime
Hostel,Hindi,5.2,112,2011,13+,Movie,Amazon Prime
Tikka Sankarayya,Telugu,None,157,None,NR,Movie,Amazon Prime
Race,Malayalam,7.1,121,2011,All,Movie,Amazon Prime
Stuart Little,English,5.9,84,1999,All,Movie,Amazon Prime
The Grudge,Telugu,4.3,93,2019,18+,Movie,Amazon Prime
Chhota Bheem Kung Fu Dhamaka,Hindi,5.3,111,2019,All,Movie,Amazon Prime
Air Strike,Telugu,3.2,97,2018,18+,Movie,Amazon Prime
Poker Brain: Inside the Minds of the World's Best Liars,English,None,51,2017,13+,Movie,Amazon Prime
Annabelle: Creation,Telugu,6.5,109,2017,13+,Movie,Amazon Prime
Kindergarten Cop,English,6.2,111,1990,13+,Movie,Amazon Prime
Tracktown,English,5.6,88,2017,13+,Movie,Amazon Prime
Pooja Phalam,Telugu,None,142,None,NR,Movie,Amazon Prime
Sunday in Peking,English,None,19,None,NR,Movie,Amazon Prime
Na Hanaytte,Bengali,7.2,133,2012,All,Movie,Amazon Prime
Pokémon Detective Pikachu,English,6.6,104,2019,13+,Movie,Amazon Prime
Bol,Hindi,None,151,2011,NR,Movie,Amazon Prime
Style,Telugu,None,152,2006,All,Movie,Amazon Prime
Bhootacha Honeymoon,Marathi,6.2,117,2013,All,Movie,Amazon Prime
Rough Book,Hindi,6.9,102,2016,All,Movie,Amazon Prime
Kilukkam Kilukilukkam,Malayalam,2.3,156,2006,NR,Movie,Amazon Prime
Unfinished Business,English,5.4,90,2015,18+,Movie,Amazon Prime
Hemlock Society,Bengali,7.4,141,2012,13+,Movie,Amazon Prime
Allari Raja - 2002,Telugu,None,77,2002,NR,Movie,Amazon Prime
Mamangam,Telugu,6.4,156,2019,13+,Movie,Amazon Prime
Kamagni,Telugu,5.8,68,2001,NR,Movie,Amazon Prime
Neenu Nakkare Haalu Sakkare,Kannada,7.4,147,1991,NR,Movie,Amazon Prime
Katha,Hindi,7.8,135,1982,All,Movie,Amazon Prime
Nater Guru,Bengali,6.3,140,2017,13+,Movie,Amazon Prime
Bazee,Bengali,None,142,2017,13+,Movie,Amazon Prime
I Am Kalam,Malayalam,8,88,2011,All,Movie,Amazon Prime
State Rowdy,Telugu,6.5,146,1989,NR,Movie,Amazon Prime
Aakhri Badla,Hindi,5.4,120,1989,NR,Movie,Amazon Prime
The Warrior's Way,Tamil,6.3,96,2010,18+,Movie,Amazon Prime
Jurassic Park III,Hindi,5.9,92,2001,13+,Movie,Amazon Prime
Swayamvar,Hindi,7.4,157,1990,NR,Movie,Amazon Prime
Rajadhi Raja,Tamil,6.8,135,1989,All,Movie,Amazon Prime
Welcome Home,English,5.2,92,2018,18+,Movie,Amazon Prime
SkyBound,English,4.7,81,2017,16+,Movie,Amazon Prime
Pass Over,English,5.7,75,2018,18+,Movie,Amazon Prime
Conditions Apply,Marathi,None,112,2017,NR,Movie,Amazon Prime
"NILE RODGERS, SECRETS OF A HIT-MAKER",English,None,52,2020,13+,Movie,Amazon Prime
Oddbods - Ultimate Outdoor Adventure,English,6.4,40,2018,All,Movie,Amazon Prime
Mokssh,Hindi,4.8,103,2013,NR,Movie,Amazon Prime
Lagna Patrika,Telugu,8.9,132,2002,NR,Movie,Amazon Prime
Andaz Apna Apna,Hindi,8.2,153,1994,All,Movie,Amazon Prime
"Airships, Back To The Future",English,None,53,2019,13+,Movie,Amazon Prime
Kozhipporu,Malayalam,5.4,97,2020,All,Movie,Amazon Prime
Evaru,Telugu,8.2,115,2019,13+,Movie,Amazon Prime
Sonic The Hedgehog,English,6.5,98,2020,7+,Movie,Amazon Prime
Padosan,Hindi,8.1,149,None,All,Movie,Amazon Prime
Sangram,Hindi,3.2,139,None,NR,Movie,Amazon Prime
Bellflower,English,6.4,106,2011,18+,Movie,Amazon Prime
Love Alive,Hindi,7.4,85,2016,13+,Movie,Amazon Prime
Mantostaan,Hindi,6,74,2017,13+,Movie,Amazon Prime
Masterminds,English,5.8,88,2015,16+,Movie,Amazon Prime
The Substitute (1996),English,6,112,1996,18+,Movie,Amazon Prime
Bhakti Heech Khari Shakti,Marathi,None,169,2006,All,Movie,Amazon Prime
Kung Fu Killer,English,6.5,100,2015,16+,Movie,Amazon Prime
Mr. Bechara,Hindi,5.4,137,1996,All,Movie,Amazon Prime
Maniben Dot Com,Gujarati,None,102,2013,All,Movie,Amazon Prime
Jojo,Bengali,None,80,2018,NR,Movie,Amazon Prime
Andha Prem (2003),Bengali,None,135,2018,13+,Movie,Amazon Prime
Sea of Galilee,English,None,52,2019,13+,Movie,Amazon Prime
